Key;Country Relation;Country Relation Vice Versa;Origin Country;Destination Country;GDP WB origin;GDP WB Destination;Lat Origin;Lon Origin;Lat Destination;Lon Destination;Distance
FR_MA-250;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;250
FR_MA-300;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;300
FR_MA-350;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;350
FR_MA-400;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;400
FR_MA-500;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;500
FR_MA-600;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;600
FR_MA-700;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;700
FR_MA-800;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;800
FR_MA-900;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;900
FR_MA-1000;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;1000
FR_MA-1250;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;1250
FR_MA-1500;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;1500
FR_MA-1750;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;1750
FR_MA-2000;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;2000
FR_MA-2250;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;2250
FR_MA-2500;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;2500
FR_MA-2750;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;2750
FR_MA-3000;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;3000
FR_MA-3250;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;3250
FR_MA-3500;FR_MA;MA_FR;FR;MA;2938271;124003;46227638;2213749;31791702;-709262;3500
FR_NL-40;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;40
FR_NL-75;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;75
FR_NL-100;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;100
FR_NL-150;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;150
FR_NL-200;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;200
FR_NL-250;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;250
FR_NL-300;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;300
FR_NL-350;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;350
FR_NL-400;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;400
FR_NL-500;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;500
FR_NL-600;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;600
FR_NL-700;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;700
FR_NL-800;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;800
FR_NL-900;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;900
FR_NL-1000;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;1000
FR_NL-1250;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;1250
FR_NL-1500;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;1500
FR_NL-1750;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;1750
FR_NL-2000;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;2000
FR_NL-2250;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;2250
FR_NL-2500;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;2500
FR_NL-2750;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;2750
FR_NL-3000;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;3000
FR_NL-3250;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;3250
FR_NL-3500;FR_NL;NL_FR;FR;NL;2938271;1012598;46227638;2213749;52132633;5291266;3500
FR_PL-40;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;40
FR_PL-75;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;75
FR_PL-100;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;100
FR_PL-150;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;150
FR_PL-200;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;200
FR_PL-250;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;250
FR_PL-300;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;300
FR_PL-350;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;350
FR_PL-400;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;400
FR_PL-500;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;500
FR_PL-600;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;600
FR_PL-700;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;700
FR_PL-800;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;800
FR_PL-900;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;900
FR_PL-1000;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;1000
FR_PL-1250;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;1250
FR_PL-1500;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;1500
FR_PL-1750;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;1750
FR_PL-2000;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;2000
FR_PL-2250;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;2250
FR_PL-2500;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;2500
FR_PL-2750;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;2750
FR_PL-3000;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;3000
FR_PL-3250;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;3250
FR_PL-3500;FR_PL;PL_FR;FR;PL;2938271;642121;46227638;2213749;51919438;19145136;3500
FR_PT-40;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;40
FR_PT-75;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;75
FR_PT-100;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;100
FR_PT-150;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;150
FR_PT-200;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;200
FR_PT-250;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;250
FR_PT-300;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;300
FR_PT-350;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;350
FR_PT-400;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;400
FR_PT-500;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;500
FR_PT-600;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;600
FR_PT-700;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;700
FR_PT-800;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;800
FR_PT-900;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;900
FR_PT-1000;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;1000
FR_PT-1250;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;1250
FR_PT-1500;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;1500
FR_PT-1750;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;1750
FR_PT-2000;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;2000
FR_PT-2250;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;2250
FR_PT-2500;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;2500
FR_PT-2750;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;2750
FR_PT-3000;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;3000
FR_PT-3250;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;3250
FR_PT-3500;FR_PT;PT_FR;FR;PT;2938271;257391;46227638;2213749;39399872;-8224454;3500
FR_RO-40;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;40
FR_RO-75;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;75
FR_RO-100;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;100
FR_RO-150;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;150
FR_RO-200;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;200
FR_RO-250;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;250
FR_RO-300;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;300
FR_RO-350;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;350
FR_RO-400;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;400
FR_RO-500;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;500
FR_RO-600;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;600
FR_RO-700;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;700
FR_RO-800;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;800
FR_RO-900;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;900
FR_RO-1000;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;1000
FR_RO-1250;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;1250
FR_RO-1500;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;1500
FR_RO-1750;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;1750
FR_RO-2000;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;2000
FR_RO-2250;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;2250
FR_RO-2500;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;2500
FR_RO-2750;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;2750
FR_RO-3000;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;3000
FR_RO-3250;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;3250
FR_RO-3500;FR_RO;RO_FR;FR;RO;2938271;289130;46227638;2213749;45943161;2496676;3500
FR_SE-40;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;40
FR_SE-75;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;75
FR_SE-100;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;100
FR_SE-150;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;150
FR_SE-200;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;200
FR_SE-250;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;250
FR_SE-300;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;300
FR_SE-350;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;350
FR_SE-400;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;400
FR_SE-500;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;500
FR_SE-600;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;600
FR_SE-700;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;700
FR_SE-800;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;800
FR_SE-900;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;900
FR_SE-1000;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;1000
FR_SE-1250;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;1250
FR_SE-1500;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;1500
FR_SE-1750;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;1750
FR_SE-2000;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;2000
FR_SE-2250;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;2250
FR_SE-2500;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;2500
FR_SE-2750;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;2750
FR_SE-3000;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;3000
FR_SE-3250;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;3250
FR_SE-3500;FR_SE;SE_FR;FR;SE;2938271;625948;46227638;2213749;60128161;18643501;3500
FR_SI-40;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;40
FR_SI-75;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;75
FR_SI-100;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;100
FR_SI-150;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;150
FR_SI-200;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;200
FR_SI-250;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;250
FR_SI-300;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;300
FR_SI-350;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;350
FR_SI-400;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;400
FR_SI-500;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;500
FR_SI-600;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;600
FR_SI-700;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;700
FR_SI-800;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;800
FR_SI-900;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;900
FR_SI-1000;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;1000
FR_SI-1250;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;1250
FR_SI-1500;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;1500
FR_SI-1750;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;1750
FR_SI-2000;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;2000
FR_SI-2250;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;2250
FR_SI-2500;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;2500
FR_SI-2750;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;2750
FR_SI-3000;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;3000
FR_SI-3250;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;3250
FR_SI-3500;FR_SI;SI_FR;FR;SI;2938271;59132;46227638;2213749;46151241;14995463;3500
FR_SK-40;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;40
FR_SK-75;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;75
FR_SK-100;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;100
FR_SK-150;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;150
FR_SK-200;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;200
FR_SK-250;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;250
FR_SK-300;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;300
FR_SK-350;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;350
FR_SK-400;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;400
FR_SK-500;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;500
FR_SK-600;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;600
FR_SK-700;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;700
FR_SK-800;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;800
FR_SK-900;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;900
FR_SK-1000;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;1000
FR_SK-1250;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;1250
FR_SK-1500;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;1500
FR_SK-1750;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;1750
FR_SK-2000;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;2000
FR_SK-2250;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;2250
FR_SK-2500;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;2500
FR_SK-2750;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;2750
FR_SK-3000;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;3000
FR_SK-3250;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;3250
FR_SK-3500;FR_SK;SK_FR;FR;SK;2938271;117664;46227638;2213749;48669026;19699024;3500
GB_AT-40;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;40
GB_AT-75;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;75
GB_AT-100;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;100
GB_AT-150;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;150
GB_AT-200;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;200
GB_AT-250;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;250
GB_AT-300;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;300
GB_AT-350;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;350
GB_AT-400;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;400
GB_AT-500;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;500
GB_AT-600;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;600
GB_AT-700;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;700
GB_AT-800;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;800
GB_AT-900;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;900
GB_AT-1000;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;1000
GB_AT-1250;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;1250
GB_AT-1500;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;1500
GB_AT-1750;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;1750
GB_AT-2000;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;2000
GB_AT-2250;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;2250
GB_AT-2500;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;2500
GB_AT-2750;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;2750
GB_AT-3000;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;3000
GB_AT-3250;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;3250
GB_AT-3500;GB_AT;AT_GB;GB;AT;3124650;481796;55378051;-3435973;47516231;14550072;3500
GB_BE-40;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;40
GB_BE-75;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;75
GB_BE-100;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;100
GB_BE-150;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;150
GB_BE-200;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;200
GB_BE-250;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;250
GB_BE-300;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;300
GB_BE-350;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;350
GB_BE-400;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;400
GB_BE-500;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;500
GB_BE-600;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;600
GB_BE-700;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;700
GB_BE-800;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;800
GB_BE-900;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;900
GB_BE-1000;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;1000
GB_BE-1250;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;1250
GB_BE-1500;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;1500
GB_BE-1750;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;1750
GB_BE-2000;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;2000
GB_BE-2250;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;2250
GB_BE-2500;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;2500
GB_BE-2750;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;2750
GB_BE-3000;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;3000
GB_BE-3250;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;3250
GB_BE-3500;GB_BE;BE_GB;GB;BE;3124650;578996;55378051;-3435973;50503887;4469936;3500
GB_BG-40;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;40
GB_BG-75;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;75
GB_BG-100;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;100
GB_BG-150;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;150
GB_BG-200;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;200
GB_BG-250;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;250
GB_BG-300;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;300
GB_BG-350;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;350
GB_BG-400;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;400
GB_BG-500;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;500
GB_BG-600;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;600
GB_BG-700;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;700
GB_BG-800;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;800
GB_BG-900;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;900
GB_BG-1000;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;1000
GB_BG-1250;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;1250
GB_BG-1500;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;1500
GB_BG-1750;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;1750
GB_BG-2000;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;2000
GB_BG-2250;GB_BG;BG_GB;GB;BG;3124650;77782;55378051;-3435973;42733883;2548583;2250
