Key;Country Relation;Country Relation Vice Versa;Origin Country;Destination Country;GDP WB origin;GDP WB Destination;Lat Origin;Lon Origin;Lat Destination;Lon Destination;Distance
DE_FR-150;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;150
DE_FR-200;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;200
DE_FR-250;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;250
DE_FR-300;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;300
DE_FR-350;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;350
DE_FR-400;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;400
DE_FR-500;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;500
DE_FR-600;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;600
DE_FR-700;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;700
DE_FR-800;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;800
DE_FR-900;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;900
DE_FR-1000;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;1000
DE_FR-1250;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;1250
DE_FR-1500;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;1500
DE_FR-1750;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;1750
DE_FR-2000;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;2000
DE_FR-2250;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;2250
DE_FR-2500;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;2500
DE_FR-2750;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;2750
DE_FR-3000;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;3000
DE_FR-3250;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;3250
DE_FR-3500;DE_FR;FR_DE;DE;FR;4319286;2938271;51165691;10451526;46227638;2213749;3500
DE_GB-40;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;40
DE_GB-75;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;75
DE_GB-100;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;100
DE_GB-150;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;150
DE_GB-200;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;200
DE_GB-250;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;250
DE_GB-300;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;300
DE_GB-350;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;350
DE_GB-400;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;400
DE_GB-500;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;500
DE_GB-600;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;600
DE_GB-700;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;700
DE_GB-800;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;800
DE_GB-900;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;900
DE_GB-1000;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;1000
DE_GB-1250;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;1250
DE_GB-1500;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;1500
DE_GB-1750;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;1750
DE_GB-2000;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;2000
DE_GB-2250;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;2250
DE_GB-2500;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;2500
DE_GB-2750;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;2750
DE_GB-3000;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;3000
DE_GB-3250;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;3250
DE_GB-3500;DE_GB;GB_DE;DE;GB;4319286;3124650;51165691;10451526;55378051;-3435973;3500
DE_HU-40;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;40
DE_HU-75;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;75
DE_HU-100;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;100
DE_HU-150;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;150
DE_HU-200;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;200
DE_HU-250;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;250
DE_HU-300;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;300
DE_HU-350;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;350
DE_HU-400;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;400
DE_HU-500;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;500
DE_HU-600;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;600
DE_HU-700;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;700
DE_HU-800;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;800
DE_HU-900;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;900
DE_HU-1000;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;1000
DE_HU-1250;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;1250
DE_HU-1500;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;1500
DE_HU-1750;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;1750
DE_HU-2000;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;2000
DE_HU-2250;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;2250
DE_HU-2500;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;2500
DE_HU-2750;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;2750
DE_HU-3000;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;3000
DE_HU-3250;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;3250
DE_HU-3500;DE_HU;HU_DE;DE;HU;4319286;176543;51165691;10451526;47162494;19503304;3500
DE_IT-40;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;40
DE_IT-75;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;75
DE_IT-100;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;100
DE_IT-150;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;150
DE_IT-200;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;200
DE_IT-250;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;250
DE_IT-300;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;300
DE_IT-350;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;350
DE_IT-400;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;400
DE_IT-500;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;500
DE_IT-600;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;600
DE_IT-700;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;700
DE_IT-800;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;800
DE_IT-900;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;900
DE_IT-1000;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;1000
DE_IT-1250;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;1250
DE_IT-1500;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;1500
DE_IT-1750;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;1750
DE_IT-2000;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;2000
DE_IT-2250;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;2250
DE_IT-2500;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;2500
DE_IT-2750;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;2750
DE_IT-3000;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;3000
DE_IT-3250;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;3250
DE_IT-3500;DE_IT;IT_DE;DE;IT;4319286;2106287;51165691;10451526;4187194;1256738;3500
DE_LT-40;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;40
DE_LT-75;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;75
DE_LT-100;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;100
DE_LT-150;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;150
DE_LT-200;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;200
DE_LT-250;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;250
DE_LT-300;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;300
DE_LT-350;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;350
DE_LT-400;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;400
DE_LT-500;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;500
DE_LT-600;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;600
DE_LT-700;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;700
DE_LT-800;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;800
DE_LT-900;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;900
DE_LT-1000;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;1000
DE_LT-1250;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;1250
DE_LT-1500;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;1500
DE_LT-1750;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;1750
DE_LT-2000;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;2000
DE_LT-2250;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;2250
DE_LT-2500;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;2500
DE_LT-2750;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;2750
DE_LT-3000;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;3000
DE_LT-3250;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;3250
DE_LT-3500;DE_LT;LT_DE;DE;LT;4319286;62198;51165691;10451526;55169438;23881275;3500
DE_LU-40;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;40
DE_LU-75;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;75
DE_LU-100;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;100
DE_LU-150;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;150
DE_LU-200;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;200
DE_LU-250;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;250
DE_LU-300;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;300
DE_LU-350;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;350
DE_LU-400;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;400
DE_LU-500;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;500
DE_LU-600;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;600
DE_LU-700;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;700
DE_LU-800;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;800
DE_LU-900;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;900
DE_LU-1000;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;1000
DE_LU-1250;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;1250
DE_LU-1500;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;1500
DE_LU-1750;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;1750
DE_LU-2000;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;2000
DE_LU-2250;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;2250
DE_LU-2500;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;2500
DE_LU-2750;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;2750
DE_LU-3000;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;3000
DE_LU-3250;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;3250
DE_LU-3500;DE_LU;LU_DE;DE;LU;4319286;84077;51165691;10451526;49815273;6129583;3500
DE_LV-40;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;40
DE_LV-75;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;75
DE_LV-100;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;100
DE_LV-150;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;150
DE_LV-200;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;200
DE_LV-250;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;250
DE_LV-300;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;300
DE_LV-350;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;350
DE_LV-400;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;400
DE_LV-500;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;500
DE_LV-600;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;600
DE_LV-700;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;700
DE_LV-800;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;800
DE_LV-900;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;900
DE_LV-1000;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;1000
DE_LV-1250;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;1250
DE_LV-1500;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;1500
DE_LV-1750;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;1750
DE_LV-2000;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;2000
DE_LV-2250;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;2250
DE_LV-2500;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;2500
DE_LV-2750;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;2750
DE_LV-3000;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;3000
DE_LV-3250;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;3250
DE_LV-3500;DE_LV;LV_DE;DE;LV;4319286;37720;51165691;10451526;56879635;24603189;3500
DE_MA-40;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;40
DE_MA-75;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;75
DE_MA-100;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;100
DE_MA-150;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;150
DE_MA-200;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;200
DE_MA-250;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;250
DE_MA-300;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;300
DE_MA-350;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;350
DE_MA-400;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;400
DE_MA-500;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;500
DE_MA-600;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;600
DE_MA-700;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;700
DE_MA-800;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;800
DE_MA-900;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;900
DE_MA-1000;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;1000
DE_MA-1250;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;1250
DE_MA-1500;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;1500
DE_MA-1750;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;1750
DE_MA-2000;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;2000
DE_MA-2250;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;2250
DE_MA-2500;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;2500
DE_MA-2750;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;2750
DE_MA-3000;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;3000
DE_MA-3250;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;3250
DE_MA-3500;DE_MA;MA_DE;DE;MA;4319286;124003;51165691;10451526;31791702;-709262;3500
DE_NL-40;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;40
DE_NL-75;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;75
DE_NL-100;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;100
DE_NL-150;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;150
DE_NL-200;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;200
DE_NL-250;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;250
DE_NL-300;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;300
DE_NL-350;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;350
DE_NL-400;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;400
DE_NL-500;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;500
DE_NL-600;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;600
DE_NL-700;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;700
DE_NL-800;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;800
DE_NL-900;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;900
DE_NL-1000;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;1000
DE_NL-1250;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;1250
DE_NL-1500;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;1500
DE_NL-1750;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;1750
DE_NL-2000;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;2000
DE_NL-2250;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;2250
DE_NL-2500;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;2500
DE_NL-2750;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;2750
DE_NL-3000;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;3000
DE_NL-3250;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;3250
DE_NL-3500;DE_NL;NL_DE;DE;NL;4319286;1012598;51165691;10451526;52132633;5291266;3500
DE_PL-40;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;40
DE_PL-75;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;75
DE_PL-100;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;100
DE_PL-150;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;150
DE_PL-200;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;200
DE_PL-250;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;250
DE_PL-300;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;300
DE_PL-350;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;350
DE_PL-400;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;400
DE_PL-500;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;500
DE_PL-600;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;600
DE_PL-700;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;700
DE_PL-800;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;800
DE_PL-900;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;900
DE_PL-1000;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;1000
DE_PL-1250;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;1250
DE_PL-1500;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;1500
DE_PL-1750;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;1750
DE_PL-2000;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;2000
DE_PL-2250;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;2250
DE_PL-2500;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;2500
DE_PL-2750;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;2750
DE_PL-3000;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;3000
DE_PL-3250;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;3250
DE_PL-3500;DE_PL;PL_DE;DE;PL;4319286;642121;51165691;10451526;51919438;19145136;3500
DE_PT-40;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;40
DE_PT-75;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;75
DE_PT-100;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;100
DE_PT-150;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;150
DE_PT-200;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;200
DE_PT-250;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;250
DE_PT-300;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;300
DE_PT-350;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;350
DE_PT-400;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;400
DE_PT-500;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;500
DE_PT-600;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;600
DE_PT-700;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;700
DE_PT-800;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;800
DE_PT-900;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;900
DE_PT-1000;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;1000
DE_PT-1250;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;1250
DE_PT-1500;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;1500
DE_PT-1750;DE_PT;PT_DE;DE;PT;4319286;257391;51165691;10451526;39399872;-8224454;1750
